,postcodes,names,distance,type_major,type_minor
1711,E1,Fortnum & Mason,5835,grocery,Department Store
1712,E1,Morrisons,4596,grocery,Supermarket
1713,E1,Sainsbury's,16964,grocery,Supermarket
1714,E1,Tesco Express,12914,grocery,Grocery Store
1715,E1,Waitrose & Partners,9146,grocery,Supermarket
1716,E1,Tesco Express,5696,grocery,Grocery Store
1717,E1,Waitrose & Partners,4805,grocery,Supermarket
1718,E1,Sainsbury's,4042,grocery,Supermarket
1719,E1,Waitrose & Partners,11383,grocery,Supermarket
1720,E1,Asda,16615,grocery,Supermarket
1721,E1,Tesco Extra,9027,grocery,Supermarket
1722,E1,Sainsbury's,9870,grocery,Supermarket
1723,E1,Waitrose & Partners,4833,grocery,Supermarket
1724,E1,Tesco,7717,grocery,Supermarket
1725,E1,Asda,3946,grocery,Supermarket
1726,E1,Waitrose & Partners,4000,grocery,Supermarket
1727,E1,Waitrose & Partners,6662,grocery,Supermarket
1728,E1,Sainsbury's Local,5704,grocery,Grocery Store
1729,E1,Tesco,3337,grocery,Supermarket
1730,E1,Sainsbury's,3536,grocery,Supermarket
1731,E1,Sainsbury's,6419,grocery,Supermarket
1732,E1,Waitrose & Partners,18407,grocery,Supermarket
1733,E1,Sainsbury's,6516,grocery,Supermarket
1734,E1,Waitrose & Partners,2561,grocery,Supermarket
1735,E1,Asda,14866,grocery,Supermarket
1736,E1,Sainsbury's,16363,grocery,Supermarket
1737,E1,Tesco Express,2534,grocery,Grocery Store
1738,E1,Sainsbury's,28642,grocery,Supermarket
1739,E1,Morrisons,15071,grocery,Supermarket
1740,E1,Sainsbury's,6532,grocery,Supermarket
1741,E1,Oseyo Shop,5074,grocery,Supermarket
1742,E1,Tesco,3496,grocery,Supermarket
1743,E1,Sainsbury's,6541,grocery,Supermarket
1744,E1,Tesco Extra,21282,grocery,Supermarket
1745,E1,Sainsbury's,12199,grocery,Supermarket
1746,E1,Sainsbury's,7188,grocery,Supermarket
1747,E1,Asda,14016,grocery,Supermarket
1748,E1,Sainsbury's,10540,grocery,Supermarket
1749,E1,Sainsbury's,14764,grocery,Supermarket
1750,E1,Sainsbury's,8276,grocery,Supermarket
1751,E1,Tesco Extra,2681,grocery,Supermarket
1752,E1,Waitrose & Partners,1394,grocery,Supermarket
1753,E1,Southbank Centre Food Market,4402,grocery,Street Food Gathering
1754,E1,BrewDog Shoreditch,1399,nightlife,Beer Bar
1755,E1,Novikov,6132,nightlife,Asian Restaurant
1756,E1,360 Lounge,8000,nightlife,Hookah Bar
1757,E1,The Pipe Major,15662,nightlife,Restaurant
1758,E1,The Edmund Halley (Wetherspoon),8351,nightlife,Pub
1759,E1,Sky Garden,2060,nightlife,Scenic Lookout
1760,E1,Drunch,6336,nightlife,Café
1761,E1,Harry's Dolce Vita,7669,nightlife,Italian Restaurant
1762,E1,Duke Of York,2853,nightlife,Pub
1763,E1,"River Terrace, Riverside Studios",12439,nightlife,Beer Garden
1764,E1,Boulevard,7865,nightlife,Café
1765,E1,The Barrel Vault (Wetherspoon),5138,nightlife,Pub
1766,E1,The Canonbury Tavern,4178,nightlife,Pub
1767,E1,Founder's Arms,3314,nightlife,Pub
1768,E1,Cutty Sark Tavern,5170,nightlife,Pub
1769,E1,Leadbelly's,2229,nightlife,Bar
1770,E1,Shoreditch Grind,2399,nightlife,Coffee Shop
1771,E1,Sketch,5967,nightlife,Modern European Restaurant
1772,E1,The Old Brewery,5083,nightlife,Brewery
1773,E1,London's Pride,27775,nightlife,Bar
1774,E1,Sky Pod Bar,2055,nightlife,Cocktail Bar
1775,E1,German Gymnasium,5087,nightlife,Modern European Restaurant
1776,E1,Mikkeller Brewpub London,3810,nightlife,Bar
1777,E1,The Albert,5967,nightlife,Pub
1778,E1,B Bistro,6217,nightlife,Hookah Bar
1779,E1,The Shakespeare,6624,nightlife,Pub
1780,E1,BrewDog Tower Hill,1944,nightlife,Beer Bar
1781,E1,The Hari Bar & Garden Terrace,7304,nightlife,Cocktail Bar
1782,E1,Cavendish,24274,nightlife,Other Nightlife
1783,E1,White City House,11787,nightlife,Social Club
1784,E1,Shoreditch House,1556,nightlife,Social Club
1785,E1,The Plough & Harrow (Wetherspoon),12490,nightlife,Pub
1786,E1,Drunch,8067,nightlife,Restaurant
1787,E1,Mr Fogg’s Residence,6181,nightlife,Bar
1788,E1,Crate Brewery,3661,nightlife,Brewery
1789,E1,Wolfpack,10547,nightlife,Pub
1790,E1,The Brownswood,5755,nightlife,Pub
1791,E1,The Elysee Restaurant and Roof Garden,5348,nightlife,Greek Restaurant
1792,E1,Annabel's,6371,nightlife,Lounge
1793,E1,Circa,5299,nightlife,Gay Bar
1794,E1,Neighbourhood,4643,nightlife,Pub
1795,E1,Howling Hops Tank Bar,3627,nightlife,Bar
1796,E1,BrewDog Shepherds Bush,11768,nightlife,Beer Bar
1797,E1,The People's Park Tavern,2937,nightlife,Pub
1798,E1,The White Hart,4792,nightlife,Pub
1799,E1,Sumosan Twiga,7479,nightlife,Japanese Restaurant
1800,E1,Buddha-Bar,7562,nightlife,Asian Restaurant
1801,E1,Harrods Pizzeria & Canti Prosecco Bar,7692,nightlife,Pizza Place
1802,E1,Goose Island Brewpub,1644,nightlife,Brewery
1803,E1,Mikkeller Bar London,1822,nightlife,Beer Bar
1804,E1,Tower of London,1762,entertainment,Castle
1805,E1,Chiswick Memorial Club,14571,entertainment,General Entertainment
1806,E1,ZSL London Zoo,7210,entertainment,Zoo
1807,E1,British Museum,4898,entertainment,History Museum
1808,E1,Tate Modern,3222,entertainment,Art Museum
1809,E1,National Gallery,5131,entertainment,Art Museum
1810,E1,William Hogarth Statue,14079,entertainment,Outdoor Sculpture
1811,E1,Paddington Recreation Athletics Track,9571,entertainment,Track Stadium
1812,E1,Victoria and Albert Museum (V&A),8402,entertainment,Art Museum
1813,E1,Elizabeth Tower (Big Ben) (Big Ben (Elizabeth Tower)),5130,entertainment,Monument / Landmark
1814,E1,Imperial War Museum,4385,entertainment,History Museum
1815,E1,Southbank Centre,4440,entertainment,Performing Arts Venue
1816,E1,Science Museum,8526,entertainment,Science Museum
1817,E1,Hampton Court Palace,23318,entertainment,Palace
1818,E1,Old Royal Naval College,5171,entertainment,Historic Site
1819,E1,Royal Observatory,5881,entertainment,Observatory
1820,E1,Cutty Sark,5023,entertainment,History Museum
1821,E1,Museum of London,2792,entertainment,History Museum
1822,E1,Tate Britain,5798,entertainment,Art Museum
1823,E1,National Maritime Museum,5381,entertainment,History Museum
1824,E1,Somerset House,4371,entertainment,Event Space
1825,E1,Natural History Museum,8691,entertainment,Science Museum
1826,E1,Barbican Centre,2656,entertainment,Performing Arts Venue
1827,E1,The O2 Arena,4402,entertainment,Music Venue
1828,E1,Cricket Pitch,14917,entertainment,Cricket Ground
1829,E1,Somerset House Studios,4307,entertainment,Exhibit
1830,E1,Ashburton Triangle and Arsenal Museum,5629,entertainment,History Museum
1831,E1,Horniman Museum and Gardens,8540,entertainment,Museum
1832,E1,Thorpe Park,34277,entertainment,Theme Park
1833,E1,Stamford Bridge,10119,entertainment,Soccer Stadium
1834,E1,Millennium Leisure Park,5738,entertainment,General Entertainment
1835,E1,Battersea Power Station,7341,entertainment,Historic Site
1836,E1,Emirates Stadium,5550,entertainment,Soccer Stadium
1837,E1,ODEON BFI IMAX,4242,entertainment,Movie Theater
1838,E1,Cineworld,2549,entertainment,Multiplex
1839,E1,Regent's Park Open Air Theatre,6939,entertainment,Theater
1840,E1,Queens Yard,3597,entertainment,Art Gallery
1841,E1,180 The Strand,4141,entertainment,Art Gallery
1842,E1,Chiswick House & Gardens,14611,entertainment,Historic Site
1843,E1,Painted Hall,5161,entertainment,Museum
1844,E1,Mathew Harding End,10194,entertainment,Soccer Stadium
1845,E1,Fulham Palace,12269,entertainment,Historic Site
1846,E1,Marble Arch,7116,entertainment,Monument / Landmark
1847,E1,Alexandra Palace,9966,entertainment,Palace
1848,E1,Kensington Palace,9254,entertainment,Palace
1849,E1,Platform 9¾,5004,entertainment,General Entertainment
1850,E1,Two Temple Place,3971,entertainment,History Museum
1851,E1,Hogarth's House,14070,entertainment,Art Museum
1852,E1,Hampstead Theatre,8697,entertainment,Theater
1853,E1,Royale Leisure Park,15623,entertainment,General Entertainment
1854,E1,St Katharine Docks,1530,outdoors,Harbor / Marina
1855,E1,Trafalgar Square,5121,outdoors,Plaza
1856,E1,Kensington Gardens,8717,outdoors,Park
1857,E1,Piccadilly Circus,5531,outdoors,Plaza
1858,E1,Chelsea Bridge,7451,outdoors,Bridge
1859,E1,Hyde Park,7468,outdoors,Park
1860,E1,Victoria Park,2406,outdoors,Park
1861,E1,Tower Bridge,1909,outdoors,Bridge
1862,E1,Clapham Common,9385,outdoors,Park
1863,E1,"Royal Botanic Gardens (Royal Botanic Gardens, Kew)",17273,outdoors,Botanical Garden
1864,E1,Richmond Park,17528,outdoors,Park
1865,E1,The London Eye,4701,outdoors,Scenic Lookout
1866,E1,London Fields Lido,2769,outdoors,Pool
1867,E1,St James's Park,5585,outdoors,Park
1868,E1,Bushy Park,22494,outdoors,Park
1869,E1,Queen Elizabeth Olympic Park,3893,outdoors,Park
1870,E1,Alexandra Park,9818,outdoors,Park
1871,E1,Primrose Hill,7738,outdoors,Park
1872,E1,Hampstead Heath,9320,outdoors,Park
1873,E1,Regent's Park,6937,outdoors,Park
1874,E1,Greenwich Park,5943,outdoors,Park
1875,E1,Buckingham Palace,6331,outdoors,Palace
1876,E1,London Fields,2585,outdoors,Park
1877,E1,Highbury Fields,4820,outdoors,Park
1878,E1,Haven Green,17085,outdoors,Park
1879,E1,Shoreditch Park,2842,outdoors,Park
1880,E1,Tooting Bec Common,10520,outdoors,Park
1881,E1,Holland Park,10406,outdoors,Park
1882,E1,Finsbury Park,6648,outdoors,Park
1883,E1,Clissold Park,5377,outdoors,Park
1884,E1,Battersea Park,8208,outdoors,Park
1885,E1,Festival Terrace,4478,outdoors,Pedestrian Plaza
1886,E1,Wimbledon Park,13674,outdoors,Park
1887,E1,Chiswick House & Gardens,14611,outdoors,Historic Site
1888,E1,Brockwell Park,8202,outdoors,Park
1889,E1,Nova,6525,outdoors,Pedestrian Plaza
1890,E15,Where Magic Happens,12277,restaurants,Caribbean Restaurant
1891,E15,North Audley Cantine (NAC),11479,restaurants,French Restaurant
1892,E15,L'ETO Caffè,13079,restaurants,Café
1893,E15,EL&N,11581,restaurants,Café
1894,E15,The Coffee Bar,12589,restaurants,Coffee Shop
1895,E15,EL&N,12533,restaurants,Café
1896,E15,JOE & THE JUICE,11462,restaurants,Juice Bar
1897,E15,Richoux,11464,restaurants,Café
1898,E15,Novikov,10955,restaurants,Asian Restaurant
1899,E15,Din Tai Fung,9539,restaurants,Dumpling Restaurant
1900,E15,Fortnum & Mason,10660,restaurants,Department Store
1901,E15,Fait Maison,13993,restaurants,Mediterranean Restaurant
1902,E15,% Arabica,9580,restaurants,Coffee Shop
1903,E15,L'ETO Caffè,12237,restaurants,Café
1904,E15,Harry's Dolce Vita,12571,restaurants,Italian Restaurant
1905,E15,Drunch,11018,restaurants,Café
1906,E15,Wing Fu,8238,restaurants,Chinese Restaurant
1907,E15,Ozone Coffee Roasters,6673,restaurants,Coffee Shop
1908,E15,Pear Tree Cafe,12863,restaurants,Café
1909,E15,Chelsea Bridge Burger,12542,restaurants,Burger Joint
1910,E15,Beit El Zaytoun,18538,restaurants,Middle Eastern Restaurant
1911,E15,EL&N,11312,restaurants,Café
1912,E15,Starbucks,9679,restaurants,Coffee Shop
1913,E15,Shoreditch Grind,6714,restaurants,Coffee Shop
1914,E15,De Beauvoir Deli,6291,restaurants,Deli / Bodega
1915,E15,The Monocle Café,11393,restaurants,Café
1916,E15,Sketch,10693,restaurants,Modern European Restaurant
1917,E15,Caravan King's Cross,9102,restaurants,Breakfast Spot
1918,E15,The Old Brewery,6571,restaurants,Brewery
1919,E15,Dishoom,6025,restaurants,Indian Restaurant
1920,E15,Dishoom,10558,restaurants,Indian Restaurant
1921,E15,Chapati & Karak,12822,restaurants,Café
1922,E15,Dishoom,9130,restaurants,Indian Restaurant
1923,E15,Plaza Pastor,9206,restaurants,Mexican Restaurant
1924,E15,Circolo Popolare by Big Mamma,10038,restaurants,Italian Restaurant
1925,E15,Aubaine,13190,restaurants,French Restaurant
1926,E15,Pavilion Cafe,3487,restaurants,Café
1927,E15,BOXPARK Shoreditch,6031,restaurants,Shopping Mall
1928,E15,Byron,9341,restaurants,Burger Joint
1929,E15,Kingly Court,10513,restaurants,Food Court
1930,E15,Ladurée,9484,restaurants,Dessert Shop
1931,E15,Amazonico,11025,restaurants,South American Restaurant
1932,E15,COYA London,11408,restaurants,Latin American Restaurant
1933,E15,Le Relais de Venise L’Entrecôte,11170,restaurants,French Restaurant
1934,E15,Sexy Fish,10996,restaurants,Seafood Restaurant
1935,E15,Ferdi,11239,restaurants,Restaurant
1936,E15,Drunch,12116,restaurants,Restaurant
1937,E15,Freej Swailh,12626,restaurants,Middle Eastern Restaurant
1938,E15,Jean Georges,11300,restaurants,French Restaurant
1939,E15,The Elysee Restaurant and Roof Garden,9949,restaurants,Greek Restaurant
1940,E15,Borough Market,7775,grocery,Farmers Market
1941,E15,Sainsbury's,15695,grocery,Supermarket
1942,E15,Greenwich Market,6722,grocery,Market
1943,E15,Whole Foods Market,14276,grocery,Grocery Store
1944,E15,Sainsbury's,7875,grocery,Supermarket
1945,E15,Mercato Metropolitano,8649,grocery,Street Food Gathering
1946,E15,Fortnum & Mason,10660,grocery,Department Store
1947,E15,Sainsbury's,21892,grocery,Supermarket
1948,E15,Tesco Extra,6362,grocery,Supermarket
1949,E15,Tesco Express,17800,grocery,Grocery Store
1950,E15,Waitrose & Partners,12851,grocery,Supermarket
1951,E15,Waitrose & Partners,9182,grocery,Supermarket
1952,E15,Sainsbury's,10160,grocery,Supermarket
1953,E15,Sainsbury's,25814,grocery,Supermarket
1954,E15,Asda,5414,grocery,Supermarket
1955,E15,Tesco,1960,grocery,Supermarket
1956,E15,Tesco Express,6500,grocery,Grocery Store
1957,E15,Waitrose & Partners,6750,grocery,Supermarket
1958,E15,Asda,19132,grocery,Supermarket
1959,E15,Sainsbury's,12678,grocery,Supermarket
1960,E15,Tesco Extra,7146,grocery,Supermarket
1961,E15,Waitrose & Partners,7876,grocery,Supermarket
1962,E15,Sainsbury's,7903,grocery,Supermarket
1963,E15,Waitrose & Partners,16056,grocery,Supermarket
1964,E15,Waitrose & Partners,22880,grocery,Supermarket
1965,E15,Tesco,3434,grocery,Supermarket
1966,E15,Sainsbury's,11512,grocery,Supermarket
1967,E15,Waitrose & Partners,7102,grocery,Supermarket
1968,E15,Waitrose & Partners,11193,grocery,Supermarket
1969,E15,Sainsbury's,5523,grocery,Supermarket
1970,E15,Tesco Express,10690,grocery,Grocery Store
1971,E15,Asda,19434,grocery,Supermarket
1972,E15,Sainsbury's Local,10710,grocery,Grocery Store
1973,E15,Sainsbury's,20321,grocery,Supermarket
1974,E15,Morrisons,19653,grocery,Supermarket
1975,E15,Sainsbury's,6027,grocery,Supermarket
1976,E15,Oseyo Shop,9853,grocery,Supermarket
1977,E15,Tesco,8140,grocery,Supermarket
1978,E15,Tesco Extra,22853,grocery,Supermarket
1979,E15,Sainsbury's,11533,grocery,Supermarket
1980,E15,Sainsbury's,16034,grocery,Supermarket
1981,E15,Asda,41154,grocery,Supermarket
1982,E15,Morrisons,2951,grocery,Supermarket
1983,E15,Sainsbury's,8080,grocery,Supermarket
1984,E15,Sainsbury's,19522,grocery,Supermarket
1985,E15,Sainsbury's,15359,grocery,Supermarket
1986,E15,Asda,14065,grocery,Supermarket
1987,E15,Sainsbury's,13169,grocery,Supermarket
1988,E15,Sainsbury's,4998,grocery,Supermarket
1989,E15,Waitrose & Partners,6301,grocery,Supermarket
1990,E15,Neighbourhood,1154,nightlife,Pub
1991,E15,Novikov,10955,nightlife,Asian Restaurant
1992,E15,The Pipe Major,11085,nightlife,Restaurant
1993,E15,The Edmund Halley (Wetherspoon),9562,nightlife,Pub
1994,E15,360 Lounge,12896,nightlife,Hookah Bar
1995,E15,Sky Garden,7047,nightlife,Scenic Lookout
1996,E15,Harry's Dolce Vita,12571,nightlife,Italian Restaurant
1997,E15,Drunch,11018,nightlife,Café
1998,E15,Duke Of York,5853,nightlife,Pub
1999,E15,"River Terrace, Riverside Studios",17299,nightlife,Beer Garden
2000,E15,Cutty Sark Tavern,6124,nightlife,Pub
2001,E15,The Canonbury Tavern,7176,nightlife,Pub
2002,E15,Leadbelly's,6145,nightlife,Bar
2003,E15,Founder's Arms,8270,nightlife,Pub
2004,E15,The Barrel Vault (Wetherspoon),9185,nightlife,Pub
2005,E15,Boulevard,12093,nightlife,Café
2006,E15,BrewDog Tower Hill,6953,nightlife,Beer Bar
2007,E15,Shoreditch Grind,6714,nightlife,Coffee Shop
2008,E15,Shoreditch House,5990,nightlife,Social Club
2009,E15,Sketch,10693,nightlife,Modern European Restaurant
2010,E15,The Old Brewery,6571,nightlife,Brewery
2011,E15,London's Pride,32516,nightlife,Bar
2012,E15,German Gymnasium,9134,nightlife,Modern European Restaurant
2013,E15,Sky Pod Bar,7043,nightlife,Cocktail Bar
2014,E15,Mikkeller Brewpub London,8145,nightlife,Bar
2015,E15,B Bistro,11019,nightlife,Hookah Bar
2016,E15,The Shakespeare,11590,nightlife,Pub
2017,E15,The Albert,10942,nightlife,Pub
2018,E15,The Hari Bar & Garden Terrace,12234,nightlife,Cocktail Bar
2019,E15,Cavendish,27966,nightlife,Other Nightlife
2020,E15,White City House,16390,nightlife,Social Club
2021,E15,The Plough & Harrow (Wetherspoon),17311,nightlife,Pub
2022,E15,Drunch,12116,nightlife,Restaurant
2023,E15,Goose Island Brewpub,6158,nightlife,Brewery
2024,E15,BrewDog Shoreditch,5741,nightlife,Beer Bar
2025,E15,The People's Park Tavern,3034,nightlife,Pub
2026,E15,Annabel's,11153,nightlife,Lounge
2027,E15,Howling Hops Tank Bar,1980,nightlife,Bar
2028,E15,The Brownswood,7265,nightlife,Pub
2029,E15,Circa,10012,nightlife,Gay Bar
2030,E15,BrewDog Shepherds Bush,16482,nightlife,Beer Bar
2031,E15,Mr Fogg’s Residence,10962,nightlife,Bar
2032,E15,The White Hart,5891,nightlife,Pub
2033,E15,Mikkeller Bar London,5940,nightlife,Beer Bar
2034,E15,The Elysee Restaurant and Roof Garden,9949,nightlife,Greek Restaurant
2035,E15,Wolfpack,14609,nightlife,Pub
2036,E15,Crate Brewery,1942,nightlife,Brewery
2037,E15,Buddha-Bar,12422,nightlife,Asian Restaurant
2038,E15,Sumosan Twiga,12383,nightlife,Japanese Restaurant
2039,E15,Harrods Pizzeria & Canti Prosecco Bar,12594,nightlife,Pizza Place
2040,E15,Chiswick Memorial Club,19358,entertainment,General Entertainment
2041,E15,British Museum,9492,entertainment,History Museum
2042,E15,ZSL London Zoo,11205,entertainment,Zoo
2043,E15,Tate Modern,8197,entertainment,Art Museum
2044,E15,National Gallery,9980,entertainment,Art Museum
2045,E15,Tower of London,6774,entertainment,Castle
2046,E15,William Hogarth Statue,18860,entertainment,Outdoor Sculpture
2047,E15,Paddington Recreation Athletics Track,13791,entertainment,Track Stadium
2048,E15,Victoria and Albert Museum (V&A),13302,entertainment,Art Museum
2049,E15,Imperial War Museum,9400,entertainment,History Museum
2050,E15,Elizabeth Tower (Big Ben) (Big Ben (Elizabeth Tower)),10106,entertainment,Monument / Landmark
2051,E15,Science Museum,13412,entertainment,Science Museum
2052,E15,Royal Observatory,7136,entertainment,Observatory
2053,E15,Cutty Sark,6597,entertainment,History Museum
2054,E15,Hampton Court Palace,28332,entertainment,Palace
2055,E15,Old Royal Naval College,6511,entertainment,Historic Site
2056,E15,Museum of London,7519,entertainment,History Museum
2057,E15,Southbank Centre,9379,entertainment,Performing Arts Venue
2058,E15,Tate Britain,10814,entertainment,Art Museum
2059,E15,National Maritime Museum,6769,entertainment,History Museum
2060,E15,Somerset House,9220,entertainment,Event Space
2061,E15,The O2 Arena,4286,entertainment,Music Venue
2062,E15,Barbican Centre,7312,entertainment,Performing Arts Venue
2063,E15,Natural History Museum,13582,entertainment,Science Museum
2064,E15,Cricket Pitch,19769,entertainment,Cricket Ground
2065,E15,Somerset House Studios,9160,entertainment,Exhibit
2066,E15,Ashburton Triangle and Arsenal Museum,8054,entertainment,History Museum
2067,E15,Horniman Museum and Gardens,12100,entertainment,Museum
2068,E15,Stamford Bridge,15104,entertainment,Soccer Stadium
2069,E15,Battersea Power Station,12357,entertainment,Historic Site
2070,E15,Cineworld,4222,entertainment,Multiplex
2071,E15,Emirates Stadium,8058,entertainment,Soccer Stadium
2072,E15,ODEON BFI IMAX,9204,entertainment,Movie Theater
2073,E15,Chiswick House & Gardens,19455,entertainment,Historic Site
2074,E15,Painted Hall,6557,entertainment,Museum
2075,E15,Regent's Park Open Air Theatre,11200,entertainment,Theater
2076,E15,180 The Strand,8957,entertainment,Art Gallery
2077,E15,Queens Yard,2069,entertainment,Art Gallery
2078,E15,Mathew Harding End,15168,entertainment,Soccer Stadium
2079,E15,Marble Arch,11782,entertainment,Monument / Landmark
2080,E15,Alexandra Palace,11127,entertainment,Palace
2081,E15,Fulham Palace,17261,entertainment,Historic Site
2082,E15,Platform 9¾,9066,entertainment,General Entertainment
2083,E15,Syon Park,23388,entertainment,Park
2084,E15,Millennium Leisure Park,5796,entertainment,General Entertainment
2085,E15,Kensington Palace,14005,entertainment,Palace
2086,E15,Hogarth's House,18895,entertainment,Art Museum
2087,E15,Two Temple Place,8825,entertainment,History Museum
2088,E15,Royale Leisure Park,19942,entertainment,General Entertainment
2089,E15,Hampstead Theatre,12462,entertainment,Theater
2090,E15,Queen Elizabeth Olympic Park,1306,outdoors,Park
2091,E15,Trafalgar Square,9988,outdoors,Plaza
2092,E15,Kensington Gardens,13459,outdoors,Park
2093,E15,Piccadilly Circus,10338,outdoors,Plaza
2094,E15,Chelsea Bridge,12463,outdoors,Bridge
2095,E15,Hyde Park,12236,outdoors,Park
2096,E15,Victoria Park,3149,outdoors,Park
2097,E15,"Royal Botanic Gardens (Royal Botanic Gardens, Kew)",22119,outdoors,Botanical Garden
2098,E15,Clapham Common,14306,outdoors,Park
2099,E15,Richmond Park,22542,outdoors,Park
2100,E15,London Fields Lido,4654,outdoors,Pool
2101,E15,The London Eye,9665,outdoors,Scenic Lookout
2102,E15,St James's Park,10509,outdoors,Park
2103,E15,Bushy Park,27508,outdoors,Park
2104,E15,St Katharine Docks,6496,outdoors,Harbor / Marina
2105,E15,Alexandra Park,10924,outdoors,Park
2106,E15,Primrose Hill,11620,outdoors,Park
2107,E15,Tower Bridge,6889,outdoors,Bridge
2108,E15,Hampstead Heath,12264,outdoors,Park
2109,E15,Greenwich Park,7107,outdoors,Park
2110,E15,Regent's Park,11119,outdoors,Park
2111,E15,Haven Green,21527,outdoors,Park
2112,E15,Highbury Fields,7556,outdoors,Park
2113,E15,London Fields,4584,outdoors,Park
2114,E15,Buckingham Palace,11254,outdoors,Palace
2115,E15,Tooting Bec Common,15252,outdoors,Park
2116,E15,Shoreditch Park,6438,outdoors,Park
2117,E15,Clissold Park,6903,outdoors,Park
2118,E15,Holland Park,15154,outdoors,Park
2119,E15,Finsbury Park,8067,outdoors,Park
2120,E15,Battersea Park,13224,outdoors,Park
2121,E15,Festival Terrace,9417,outdoors,Pedestrian Plaza
2122,E15,Wimbledon Park,18651,outdoors,Park
2123,E15,Chiswick House & Gardens,19455,outdoors,Historic Site
2124,E15,Brockwell Park,12703,outdoors,Park
2125,E15,Nova,11487,outdoors,Pedestrian Plaza
2126,E17,Where Magic Happens,15300,restaurants,Caribbean Restaurant
2127,E17,Wing Fu,11959,restaurants,Chinese Restaurant
2128,E17,EL&N,13147,restaurants,Café
2129,E17,EL&N,14219,restaurants,Café
2130,E17,The Coffee Bar,14284,restaurants,Coffee Shop
2131,E17,North Audley Cantine (NAC),12781,restaurants,French Restaurant
2132,E17,L'ETO Caffè,14775,restaurants,Café
2133,E17,JOE & THE JUICE,12717,restaurants,Juice Bar
2134,E17,Richoux,12898,restaurants,Café
2135,E17,Novikov,12634,restaurants,Asian Restaurant
2136,E17,Din Tai Fung,11438,restaurants,Dumpling Restaurant
2137,E17,Fortnum & Mason,12388,restaurants,Department Store
2138,E17,Fait Maison,15425,restaurants,Mediterranean Restaurant
2139,E17,% Arabica,11437,restaurants,Coffee Shop
2140,E17,Drunch,12351,restaurants,Café
2141,E17,L'ETO Caffè,14044,restaurants,Café
2142,E17,Harry's Dolce Vita,14299,restaurants,Italian Restaurant
2143,E17,Ozone Coffee Roasters,8729,restaurants,Coffee Shop
2144,E17,Chelsea Bridge Burger,14998,restaurants,Burger Joint
2145,E17,Pear Tree Cafe,15399,restaurants,Café
2146,E17,Beit El Zaytoun,18012,restaurants,Middle Eastern Restaurant
2147,E17,Starbucks,11754,restaurants,Coffee Shop
2148,E17,De Beauvoir Deli,7164,restaurants,Deli / Bodega
2149,E17,Shoreditch Grind,8670,restaurants,Coffee Shop
2150,E17,EL&N,12557,restaurants,Café
2151,E17,The Monocle Café,12387,restaurants,Café
2152,E17,Sketch,12177,restaurants,Modern European Restaurant
2153,E17,Caravan King's Cross,9644,restaurants,Breakfast Spot
2154,E17,The Old Brewery,11958,restaurants,Brewery
2155,E17,Chapati & Karak,14498,restaurants,Café
2156,E17,Dishoom,12057,restaurants,Indian Restaurant
2157,E17,Dishoom,8389,restaurants,Indian Restaurant
2158,E17,Dishoom,9618,restaurants,Indian Restaurant
2159,E17,Aubaine,14976,restaurants,French Restaurant
2160,E17,Circolo Popolare by Big Mamma,11442,restaurants,Italian Restaurant
2161,E17,Plaza Pastor,9692,restaurants,Mexican Restaurant
2162,E17,Pavilion Cafe,6560,restaurants,Café
2163,E17,BOXPARK Shoreditch,8466,restaurants,Shopping Mall
2164,E17,Byron,11253,restaurants,Burger Joint
2165,E17,Kingly Court,12048,restaurants,Food Court
2166,E17,Ladurée,11354,restaurants,Dessert Shop
2167,E17,Amazonico,12579,restaurants,South American Restaurant
2168,E17,Sexy Fish,12584,restaurants,Seafood Restaurant
2169,E17,COYA London,13147,restaurants,Latin American Restaurant
2170,E17,Le Relais de Venise L’Entrecôte,12248,restaurants,French Restaurant
2171,E17,Freej Swailh,14287,restaurants,Middle Eastern Restaurant
2172,E17,Jean Georges,12765,restaurants,French Restaurant
2173,E17,Drunch,12148,restaurants,Restaurant
2174,E17,Ferdi,12909,restaurants,Restaurant
2175,E17,The Elysee Restaurant and Roof Garden,11318,restaurants,Greek Restaurant
2176,E17,Morrisons,8593,grocery,Supermarket
2177,E17,Borough Market,10701,grocery,Farmers Market
2178,E17,Sainsbury's,18023,grocery,Supermarket
2179,E17,Greenwich Market,12097,grocery,Market
2180,E17,Whole Foods Market,15496,grocery,Grocery Store
2181,E17,Sainsbury's,12690,grocery,Supermarket
2182,E17,Mercato Metropolitano,11656,grocery,Street Food Gathering
2183,E17,Fortnum & Mason,12388,grocery,Department Store
2184,E17,Sainsbury's,23161,grocery,Supermarket
2185,E17,Tesco Extra,10863,grocery,Supermarket
2186,E17,Tesco Express,19071,grocery,Grocery Store
2187,E17,Waitrose & Partners,12247,grocery,Supermarket
2188,E17,Sainsbury's,8828,grocery,Supermarket
2189,E17,Tesco,7094,grocery,Supermarket
2190,E17,Waitrose & Partners,12027,grocery,Supermarket
2191,E17,Sainsbury's,24859,grocery,Supermarket
2192,E17,Sainsbury's,10182,grocery,Supermarket
2193,E17,Asda,18761,grocery,Supermarket
2194,E17,Sainsbury's,30091,grocery,Supermarket
2195,E17,Asda,10697,grocery,Supermarket
2196,E17,Sainsbury's Local,13169,grocery,Grocery Store
2197,E17,Waitrose & Partners,10356,grocery,Supermarket
