,postcodes,names,distance,type_major,type_minor
18571,TW9,Imperial War Museum,13612,entertainment,History Museum
18572,TW9,Museum of London,15189,entertainment,History Museum
18573,TW9,Science Museum,9294,entertainment,Science Museum
18574,TW9,Royal Observatory,20739,entertainment,Observatory
18575,TW9,Natural History Museum,9125,entertainment,Science Museum
18576,TW9,Old Royal Naval College,20458,entertainment,Historic Site
18577,TW9,Southbank Centre,13360,entertainment,Performing Arts Venue
18578,TW9,Cutty Sark,20175,entertainment,History Museum
18579,TW9,Hampton Court Palace,7603,entertainment,Palace
18580,TW9,National Maritime Museum,20457,entertainment,History Museum
18581,TW9,Tate Britain,12194,entertainment,Art Museum
18582,TW9,Somerset House,13487,entertainment,Event Space
18583,TW9,Chiswick Memorial Club,3724,entertainment,General Entertainment
18584,TW9,The O2 Arena,21353,entertainment,Music Venue
18585,TW9,Barbican Centre,15401,entertainment,Performing Arts Venue
18586,TW9,Horniman Museum and Gardens,16779,entertainment,Museum
18587,TW9,Thorpe Park,16539,entertainment,Theme Park
18588,TW9,Warner Bros. Studios Leavesden,26419,entertainment,Film Studio
18589,TW9,Stamford Bridge,7793,entertainment,Soccer Stadium
18590,TW9,William Hogarth Statue,4187,entertainment,Outdoor Sculpture
18591,TW9,Paddington Recreation Athletics Track,10189,entertainment,Track Stadium
18592,TW9,Battersea Power Station,10857,entertainment,Historic Site
18593,TW9,Cineworld,19719,entertainment,Multiplex
18594,TW9,Emirates Stadium,16467,entertainment,Soccer Stadium
18595,TW9,ODEON BFI IMAX,13558,entertainment,Movie Theater
18596,TW9,Queens Yard,20881,entertainment,Art Gallery
18597,TW9,180 The Strand,13749,entertainment,Art Gallery
18598,TW9,Painted Hall,20396,entertainment,Museum
18599,TW9,Regent's Park Open Air Theatre,12120,entertainment,Theater
18600,TW9,Chiswick House & Gardens,3372,entertainment,Historic Site
18601,TW9,Marble Arch,11055,entertainment,Monument / Landmark
18602,TW9,Fulham Palace,5812,entertainment,Historic Site
18603,TW9,Alexandra Palace,18322,entertainment,Palace
18604,TW9,Kensington Palace,8816,entertainment,Palace
18605,TW9,Millennium Leisure Park,21848,entertainment,General Entertainment
18606,TW9,Platform 9¾,14122,entertainment,General Entertainment
18607,TW9,LEGOLAND Windsor Resort,24309,entertainment,Theme Park
18608,TW9,Two Temple Place,13883,entertainment,History Museum
18609,TW9,Hogarth's House,3972,entertainment,Art Museum
18610,TW9,Hampstead Theatre,12165,entertainment,Theater
18611,TW9,Royale Leisure Park,6584,entertainment,General Entertainment
18612,TW9,Cricket Pitch,3047,entertainment,Cricket Ground
18613,TW9,Somerset House Studios,13547,entertainment,Exhibit
18614,TW9,"Royal Botanic Gardens (Royal Botanic Gardens, Kew)",1176,outdoors,Botanical Garden
18615,TW9,Richmond Park,3602,outdoors,Park
18616,TW9,Kensington Gardens,9353,outdoors,Park
18617,TW9,Trafalgar Square,12719,outdoors,Plaza
18618,TW9,Piccadilly Circus,12374,outdoors,Plaza
18619,TW9,Chelsea Bridge,10567,outdoors,Bridge
18620,TW9,Hyde Park,10518,outdoors,Park
18621,TW9,Queen Elizabeth Olympic Park,21455,outdoors,Park
18622,TW9,Clapham Common,10388,outdoors,Park
18623,TW9,St James's Park,12217,outdoors,Park
18624,TW9,London Fields Lido,18492,outdoors,Pool
18625,TW9,The London Eye,13099,outdoors,Scenic Lookout
18626,TW9,St Katharine Docks,16494,outdoors,Harbor / Marina
18627,TW9,Alexandra Park,18423,outdoors,Park
18628,TW9,Primrose Hill,12450,outdoors,Park
18629,TW9,Tower Bridge,16112,outdoors,Bridge
18630,TW9,Hampstead Heath,14165,outdoors,Park
18631,TW9,Victoria Park,19630,outdoors,Park
18632,TW9,Regent's Park,12306,outdoors,Park
18633,TW9,Bushy Park,6161,outdoors,Park
18634,TW9,Greenwich Park,20860,outdoors,Park
18635,TW9,Highbury Fields,16451,outdoors,Park
18636,TW9,Buckingham Palace,11470,outdoors,Palace
18637,TW9,Haven Green,5467,outdoors,Park
18638,TW9,London Fields,18476,outdoors,Park
18639,TW9,Tooting Bec Common,11323,outdoors,Park
18640,TW9,Shoreditch Park,16551,outdoors,Park
18641,TW9,Holland Park,7720,outdoors,Park
18642,TW9,Finsbury Park,17907,outdoors,Park
18643,TW9,Clissold Park,17987,outdoors,Park
18644,TW9,Battersea Park,9959,outdoors,Park
18645,TW9,Wimbledon Park,7211,outdoors,Park
18646,TW9,Chiswick House & Gardens,3372,outdoors,Historic Site
18647,TW9,Brockwell Park,13542,outdoors,Park
18648,TW9,Nova,11281,outdoors,Pedestrian Plaza
18649,TW9,Festival Terrace,13321,outdoors,Pedestrian Plaza
18650,TW7,L'ETO Caffè,11713,restaurants,Café
18651,TW7,The Coffee Bar,12173,restaurants,Coffee Shop
18652,TW7,North Audley Cantine (NAC),13176,restaurants,French Restaurant
18653,TW7,EL&N,12222,restaurants,Café
18654,TW7,EL&N,13099,restaurants,Café
18655,TW7,JOE & THE JUICE,13195,restaurants,Juice Bar
18656,TW7,Novikov,13732,restaurants,Asian Restaurant
18657,TW7,Richoux,13194,restaurants,Café
18658,TW7,Where Magic Happens,13967,restaurants,Caribbean Restaurant
18659,TW7,Din Tai Fung,15152,restaurants,Dumpling Restaurant
18660,TW7,Fait Maison,10720,restaurants,Mediterranean Restaurant
18661,TW7,Fortnum & Mason,14029,restaurants,Department Store
18662,TW7,% Arabica,15103,restaurants,Coffee Shop
18663,TW7,Drunch,13637,restaurants,Café
18664,TW7,Harry's Dolce Vita,12206,restaurants,Italian Restaurant
18665,TW7,L'ETO Caffè,12559,restaurants,Café
18666,TW7,Ozone Coffee Roasters,17981,restaurants,Coffee Shop
18667,TW7,Beit El Zaytoun,8095,restaurants,Middle Eastern Restaurant
18668,TW7,Pear Tree Cafe,12743,restaurants,Café
18669,TW7,Chelsea Bridge Burger,12880,restaurants,Burger Joint
18670,TW7,Shoreditch Grind,17944,restaurants,Coffee Shop
18671,TW7,De Beauvoir Deli,18718,restaurants,Deli / Bodega
18672,TW7,The Monocle Café,13310,restaurants,Café
18673,TW7,EL&N,13347,restaurants,Café
18674,TW7,Starbucks,15071,restaurants,Coffee Shop
18675,TW7,Cobham Services (Extra),19887,restaurants,Rest Area
18676,TW7,Caravan King's Cross,15886,restaurants,Breakfast Spot
18677,TW7,The Old Brewery,22671,restaurants,Brewery
18678,TW7,Dishoom,18632,restaurants,Indian Restaurant
18679,TW7,Chapati & Karak,11944,restaurants,Café
18680,TW7,Sketch,13963,restaurants,Modern European Restaurant
18681,TW7,Dishoom,15888,restaurants,Indian Restaurant
18682,TW7,Circolo Popolare by Big Mamma,14619,restaurants,Italian Restaurant
18683,TW7,The Walton Village,11813,restaurants,Restaurant
18684,TW7,Plaza Pastor,15810,restaurants,Mexican Restaurant
18685,TW7,Pavilion Cafe,21169,restaurants,Café
18686,TW7,BOXPARK Shoreditch,18630,restaurants,Shopping Mall
18687,TW7,Byron,15346,restaurants,Burger Joint
18688,TW7,Wing Fu,17736,restaurants,Chinese Restaurant
18689,TW7,Kingly Court,14144,restaurants,Food Court
18690,TW7,Ladurée,15198,restaurants,Dessert Shop
18691,TW7,Amazonico,13640,restaurants,South American Restaurant
18692,TW7,COYA London,13313,restaurants,Latin American Restaurant
18693,TW7,Sexy Fish,13674,restaurants,Seafood Restaurant
18694,TW7,Le Relais de Venise L’Entrecôte,13517,restaurants,French Restaurant
18695,TW7,Drunch,13163,restaurants,Restaurant
18696,TW7,Freej Swailh,12123,restaurants,Middle Eastern Restaurant
18697,TW7,Ferdi,13455,restaurants,Restaurant
18698,TW7,Jean Georges,13359,restaurants,French Restaurant
18699,TW7,The Elysee Restaurant and Roof Garden,14712,restaurants,Greek Restaurant
18700,TW7,Borough Market,17225,grocery,Farmers Market
18701,TW7,Sainsbury's,10321,grocery,Supermarket
18702,TW7,Greenwich Market,22600,grocery,Market
18703,TW7,Sainsbury's,20289,grocery,Supermarket
18704,TW7,Mercato Metropolitano,16577,grocery,Street Food Gathering
18705,TW7,Whole Foods Market,10388,grocery,Grocery Store
18706,TW7,Fortnum & Mason,14029,grocery,Department Store
18707,TW7,Sainsbury's,3594,grocery,Supermarket
18708,TW7,Tesco Express,7013,grocery,Grocery Store
18709,TW7,Tesco Extra,20097,grocery,Supermarket
18710,TW7,Waitrose & Partners,13192,grocery,Supermarket
18711,TW7,Sainsbury's,13554,grocery,Supermarket
18712,TW7,Asda,22388,grocery,Supermarket
18713,TW7,Waitrose & Partners,17553,grocery,Supermarket
18714,TW7,Waitrose & Partners,15532,grocery,Supermarket
18715,TW7,Sainsbury's,15155,grocery,Supermarket
18716,TW7,Tesco Express,18195,grocery,Grocery Store
18717,TW7,Asda,13925,grocery,Supermarket
18718,TW7,Sainsbury's,19722,grocery,Supermarket
18719,TW7,Waitrose & Partners,4040,grocery,Supermarket
18720,TW7,Sainsbury's,18871,grocery,Supermarket
18721,TW7,Sainsbury's,21586,grocery,Supermarket
18722,TW7,Tesco,26335,grocery,Supermarket
18723,TW7,Waitrose & Partners,22153,grocery,Supermarket
18724,TW7,Asda,7247,grocery,Supermarket
18725,TW7,Sainsbury's,16958,grocery,Supermarket
18726,TW7,Waitrose & Partners,8646,grocery,Supermarket
18727,TW7,Waitrose & Partners,16974,grocery,Supermarket
18728,TW7,Tesco Extra,27850,grocery,Supermarket
18729,TW7,Tesco Express,14322,grocery,Grocery Store
18730,TW7,Tesco,23184,grocery,Supermarket
18731,TW7,Sainsbury's Local,14387,grocery,Grocery Store
18732,TW7,Morrisons,5456,grocery,Supermarket
18733,TW7,Sainsbury's,25073,grocery,Supermarket
18734,TW7,Oseyo Shop,14818,grocery,Supermarket
18735,TW7,Sainsbury's,14288,grocery,Supermarket
18736,TW7,Sainsbury's,10798,grocery,Supermarket
18737,TW7,Tesco Extra,20344,grocery,Supermarket
18738,TW7,Tesco,17995,grocery,Supermarket
18739,TW7,Sainsbury's,13320,grocery,Supermarket
18740,TW7,Sainsbury's,5142,grocery,Supermarket
18741,TW7,Sainsbury's,13913,grocery,Supermarket
18742,TW7,Waitrose & Partners,13513,grocery,Supermarket
18743,TW7,Sainsbury's,19753,grocery,Supermarket
18744,TW7,Asda,22406,grocery,Supermarket
18745,TW7,Sainsbury's,19944,grocery,Supermarket
18746,TW7,Waitrose & Partners,18888,grocery,Supermarket
18747,TW7,Tesco Extra,19702,grocery,Supermarket
18748,TW7,Morrisons,24298,grocery,Supermarket
18749,TW7,Southbank Centre Food Market,15476,grocery,Street Food Gathering
18750,TW7,Novikov,13732,nightlife,Asian Restaurant
18751,TW7,The Edmund Halley (Wetherspoon),24173,nightlife,Pub
18752,TW7,360 Lounge,11873,nightlife,Hookah Bar
18753,TW7,The Pipe Major,35516,nightlife,Restaurant
18754,TW7,Sky Garden,17816,nightlife,Scenic Lookout
18755,TW7,Harry's Dolce Vita,12206,nightlife,Italian Restaurant
18756,TW7,Drunch,13637,nightlife,Café
18757,TW7,Founder's Arms,16555,nightlife,Pub
18758,TW7,Cutty Sark Tavern,23211,nightlife,Pub
18759,TW7,Leadbelly's,19940,nightlife,Bar
18760,TW7,BrewDog Tower Hill,17968,nightlife,Beer Bar
18761,TW7,The Barrel Vault (Wetherspoon),15709,nightlife,Pub
18762,TW7,Shoreditch Grind,17944,nightlife,Coffee Shop
18763,TW7,Shoreditch House,18671,nightlife,Social Club
18764,TW7,Boulevard,12940,nightlife,Café
18765,TW7,The Old Brewery,22671,nightlife,Brewery
18766,TW7,The Canonbury Tavern,18052,nightlife,Pub
18767,TW7,London's Pride,7953,nightlife,Bar
18768,TW7,Sky Pod Bar,17820,nightlife,Cocktail Bar
18769,TW7,Sketch,13963,nightlife,Modern European Restaurant
18770,TW7,German Gymnasium,15755,nightlife,Modern European Restaurant
18771,TW7,The Albert,13995,nightlife,Pub
18772,TW7,B Bistro,13656,nightlife,Hookah Bar
18773,TW7,The Shakespeare,13332,nightlife,Pub
18774,TW7,The Hari Bar & Garden Terrace,12597,nightlife,Cocktail Bar
18775,TW7,Duke Of York,19028,nightlife,Pub
18776,TW7,"River Terrace, Riverside Studios",7435,nightlife,Beer Garden
18777,TW7,White City House,8413,nightlife,Social Club
18778,TW7,The Plough & Harrow (Wetherspoon),7365,nightlife,Pub
18779,TW7,Drunch,13163,nightlife,Restaurant
18780,TW7,Mikkeller Brewpub London,16546,nightlife,Bar
18781,TW7,Annabel's,13514,nightlife,Lounge
18782,TW7,Mikkeller Bar London,18716,nightlife,Beer Bar
18783,TW7,The People's Park Tavern,21773,nightlife,Pub
18784,TW7,Goose Island Brewpub,18506,nightlife,Brewery
18785,TW7,Circa,14644,nightlife,Gay Bar
18786,TW7,Wolfpack,11135,nightlife,Pub
18787,TW7,The Brownswood,19344,nightlife,Pub
18788,TW7,The Elysee Restaurant and Roof Garden,14712,nightlife,Greek Restaurant
18789,TW7,The White Hart,20205,nightlife,Pub
18790,TW7,Mr Fogg’s Residence,13705,nightlife,Bar
18791,TW7,Crate Brewery,22865,nightlife,Brewery
18792,TW7,BrewDog Shepherds Bush,8191,nightlife,Beer Bar
18793,TW7,Neighbourhood,23923,nightlife,Pub
18794,TW7,Howling Hops Tank Bar,22825,nightlife,Bar
18795,TW7,BrewDog Shoreditch,18919,nightlife,Beer Bar
18796,TW7,Sumosan Twiga,12395,nightlife,Japanese Restaurant
18797,TW7,Buddha-Bar,12293,nightlife,Asian Restaurant
18798,TW7,Harrods Pizzeria & Canti Prosecco Bar,12182,nightlife,Pizza Place
18799,TW7,Cavendish,11353,nightlife,Other Nightlife
18800,TW7,British Museum,15167,entertainment,History Museum
18801,TW7,ZSL London Zoo,13999,entertainment,Zoo
18802,TW7,Tate Modern,16663,entertainment,Art Museum
18803,TW7,National Gallery,14728,entertainment,Art Museum
18804,TW7,Tower of London,18253,entertainment,Castle
18805,TW7,Victoria and Albert Museum (V&A),11478,entertainment,Art Museum
18806,TW7,Imperial War Museum,15823,entertainment,History Museum
18807,TW7,Elizabeth Tower (Big Ben) (Big Ben (Elizabeth Tower)),14807,entertainment,Monument / Landmark
18808,TW7,Science Museum,11343,entertainment,Science Museum
18809,TW7,Cutty Sark,22566,entertainment,History Museum
18810,TW7,Royal Observatory,23167,entertainment,Observatory
18811,TW7,Hampton Court Palace,8296,entertainment,Palace
18812,TW7,Old Royal Naval College,22847,entertainment,Historic Site
18813,TW7,Southbank Centre,15432,entertainment,Performing Arts Venue
18814,TW7,Museum of London,17156,entertainment,History Museum
18815,TW7,Natural History Museum,11183,entertainment,Science Museum
18816,TW7,Tate Britain,14437,entertainment,Art Museum
18817,TW7,National Maritime Museum,22862,entertainment,History Museum
18818,TW7,Somerset House,15491,entertainment,Event Space
18819,TW7,Chiswick Memorial Club,5296,entertainment,General Entertainment
18820,TW7,The O2 Arena,23607,entertainment,Music Venue
18821,TW7,Barbican Centre,17351,entertainment,Performing Arts Venue
18822,TW7,Thorpe Park,14959,entertainment,Theme Park
18823,TW7,Horniman Museum and Gardens,19416,entertainment,Museum
18824,TW7,Warner Bros. Studios Leavesden,24640,entertainment,Film Studio
18825,TW7,Stamford Bridge,10114,entertainment,Soccer Stadium
18826,TW7,William Hogarth Statue,5794,entertainment,Outdoor Sculpture
18827,TW7,Paddington Recreation Athletics Track,11466,entertainment,Track Stadium
18828,TW7,Battersea Power Station,13204,entertainment,Historic Site
18829,TW7,ODEON BFI IMAX,15648,entertainment,Movie Theater
18830,TW7,Cineworld,21912,entertainment,Multiplex
18831,TW7,Emirates Stadium,17915,entertainment,Soccer Stadium
18832,TW7,Queens Yard,22752,entertainment,Art Gallery
18833,TW7,Chiswick House & Gardens,5263,entertainment,Historic Site
18834,TW7,Painted Hall,22788,entertainment,Museum
18835,TW7,180 The Strand,15735,entertainment,Art Gallery
18836,TW7,Regent's Park Open Air Theatre,13711,entertainment,Theater
18837,TW7,Fulham Palace,8299,entertainment,Historic Site
18838,TW7,Marble Arch,12878,entertainment,Monument / Landmark
18839,TW7,Alexandra Palace,19178,entertainment,Palace
18840,TW7,Millennium Leisure Park,24202,entertainment,General Entertainment
18841,TW7,Platform 9¾,15806,entertainment,General Entertainment
18842,TW7,Kensington Palace,10649,entertainment,Palace
18843,TW7,LEGOLAND Windsor Resort,21897,entertainment,Theme Park
18844,TW7,Two Temple Place,15891,entertainment,History Museum
18845,TW7,Hogarth's House,5787,entertainment,Art Museum
18846,TW7,Royale Leisure Park,6488,entertainment,General Entertainment
18847,TW7,Hampstead Theatre,13356,entertainment,Theater
18848,TW7,Cricket Pitch,4972,entertainment,Cricket Ground
18849,TW7,Somerset House Studios,15554,entertainment,Exhibit
18850,TW7,Trafalgar Square,14734,outdoors,Plaza
18851,TW7,Kensington Gardens,11194,outdoors,Park
18852,TW7,Piccadilly Circus,14342,outdoors,Plaza
18853,TW7,Chelsea Bridge,12864,outdoors,Bridge
18854,TW7,Hyde Park,12423,outdoors,Park
18855,TW7,"Royal Botanic Gardens (Royal Botanic Gardens, Kew)",2661,outdoors,Botanical Garden
18856,TW7,Richmond Park,6015,outdoors,Park
18857,TW7,Queen Elizabeth Olympic Park,23376,outdoors,Park
18858,TW7,Clapham Common,12988,outdoors,Park
18859,TW7,St James's Park,14288,outdoors,Park
18860,TW7,The London Eye,15200,outdoors,Scenic Lookout
18861,TW7,London Fields Lido,20276,outdoors,Pool
18862,TW7,Bushy Park,6738,outdoors,Park
18863,TW7,St Katharine Docks,18633,outdoors,Harbor / Marina
18864,TW7,Alexandra Park,19304,outdoors,Park
18865,TW7,Tower Bridge,18263,outdoors,Bridge
18866,TW7,Hampstead Heath,15099,outdoors,Park
18867,TW7,Primrose Hill,13809,outdoors,Park
18868,TW7,Regent's Park,13863,outdoors,Park
18869,TW7,Victoria Park,21531,outdoors,Park
18870,TW7,Greenwich Park,23287,outdoors,Park
18871,TW7,Highbury Fields,17996,outdoors,Park
18872,TW7,Haven Green,4863,outdoors,Park
18873,TW7,Buckingham Palace,13550,outdoors,Palace
18874,TW7,London Fields,20279,outdoors,Park
18875,TW7,Tooting Bec Common,14011,outdoors,Park
18876,TW7,Shoreditch Park,18345,outdoors,Park
18877,TW7,Finsbury Park,19211,outdoors,Park
18878,TW7,Holland Park,9501,outdoors,Park
18879,TW7,Battersea Park,12326,outdoors,Park
18880,TW7,Clissold Park,19454,outdoors,Park
18881,TW7,Wimbledon Park,9930,outdoors,Park
18882,TW7,Brockwell Park,16156,outdoors,Park
18883,TW7,Chiswick House & Gardens,5263,outdoors,Historic Site
18884,TW7,Nova,13417,outdoors,Pedestrian Plaza
18885,TW7,Festival Terrace,15393,outdoors,Pedestrian Plaza
18886,TW11,Where Magic Happens,14917,restaurants,Caribbean Restaurant
18887,TW11,The Coffee Bar,14469,restaurants,Coffee Shop
18888,TW11,North Audley Cantine (NAC),15876,restaurants,French Restaurant
18889,TW11,EL&N,14531,restaurants,Café
18890,TW11,L'ETO Caffè,13969,restaurants,Café
18891,TW11,EL&N,15577,restaurants,Café
18892,TW11,JOE & THE JUICE,15932,restaurants,Juice Bar
18893,TW11,Novikov,16151,restaurants,Asian Restaurant
18894,TW11,Richoux,15788,restaurants,Café
18895,TW11,Din Tai Fung,17501,restaurants,Dumpling Restaurant
18896,TW11,Fait Maison,13221,restaurants,Mediterranean Restaurant
18897,TW11,Fortnum & Mason,16427,restaurants,Department Store
18898,TW11,% Arabica,17477,restaurants,Coffee Shop
18899,TW11,Harry's Dolce Vita,14469,restaurants,Italian Restaurant
18900,TW11,Drunch,16320,restaurants,Café
18901,TW11,L'ETO Caffè,14772,restaurants,Café
18902,TW11,Wing Fu,19067,restaurants,Chinese Restaurant
18903,TW11,Ozone Coffee Roasters,20431,restaurants,Coffee Shop
18904,TW11,Beit El Zaytoun,13150,restaurants,Middle Eastern Restaurant
18905,TW11,Chelsea Bridge Burger,14370,restaurants,Burger Joint
18906,TW11,Pear Tree Cafe,14079,restaurants,Café
18907,TW11,Shoreditch Grind,20433,restaurants,Coffee Shop
18908,TW11,De Beauvoir Deli,21594,restaurants,Deli / Bodega
18909,TW11,Cobham Services (Extra),14311,restaurants,Rest Area
18910,TW11,EL&N,16092,restaurants,Café
18911,TW11,Starbucks,17290,restaurants,Coffee Shop
18912,TW11,The Monocle Café,16243,restaurants,Café
18913,TW11,The Old Brewery,23526,restaurants,Brewery
18914,TW11,Caravan King's Cross,18985,restaurants,Breakfast Spot
18915,TW11,Chapati & Karak,14242,restaurants,Café
18916,TW11,Dishoom,21000,restaurants,Indian Restaurant
18917,TW11,Circolo Popolare by Big Mamma,17271,restaurants,Italian Restaurant
18918,TW11,Sketch,16542,restaurants,Modern European Restaurant
18919,TW11,Dishoom,19013,restaurants,Indian Restaurant
18920,TW11,Plaza Pastor,18941,restaurants,Mexican Restaurant
18921,TW11,Pavilion Cafe,23526,restaurants,Café
18922,TW11,The Walton Village,7345,restaurants,Restaurant
18923,TW11,BOXPARK Shoreditch,20970,restaurants,Shopping Mall
18924,TW11,Byron,17701,restaurants,Burger Joint
18925,TW11,Kingly Court,16693,restaurants,Food Court
18926,TW11,Ladurée,17571,restaurants,Dessert Shop
18927,TW11,Amazonico,16155,restaurants,South American Restaurant
18928,TW11,COYA London,15654,restaurants,Latin American Restaurant
18929,TW11,Sexy Fish,16163,restaurants,Seafood Restaurant
18930,TW11,Le Relais de Venise L’Entrecôte,16385,restaurants,French Restaurant
18931,TW11,Jean Georges,15933,restaurants,French Restaurant
18932,TW11,Freej Swailh,14451,restaurants,Middle Eastern Restaurant
18933,TW11,Ferdi,15865,restaurants,Restaurant
18934,TW11,Drunch,16767,restaurants,Restaurant
18935,TW11,The Elysee Restaurant and Roof Garden,17388,restaurants,Greek Restaurant
18936,TW11,Borough Market,19127,grocery,Farmers Market
18937,TW11,Sainsbury's,11248,grocery,Supermarket
18938,TW11,Greenwich Market,23422,grocery,Market
18939,TW11,Whole Foods Market,13134,grocery,Grocery Store
18940,TW11,Sainsbury's,21068,grocery,Supermarket
18941,TW11,Mercato Metropolitano,18292,grocery,Street Food Gathering
18942,TW11,Fortnum & Mason,16427,grocery,Department Store
18943,TW11,Sainsbury's,5681,grocery,Supermarket
18944,TW11,Tesco Extra,21407,grocery,Supermarket
18945,TW11,Tesco Express,9589,grocery,Grocery Store
18946,TW11,Waitrose & Partners,17219,grocery,Supermarket
18947,TW11,Waitrose & Partners,12065,grocery,Supermarket
18948,TW11,Tesco Express,20792,grocery,Grocery Store
18949,TW11,Waitrose & Partners,19856,grocery,Supermarket
18950,TW11,Sainsbury's,19852,grocery,Supermarket
18951,TW11,Sainsbury's Local,16184,grocery,Grocery Store
18952,TW11,Tesco,29131,grocery,Supermarket
18953,TW11,Tesco Express,16205,grocery,Grocery Store
18954,TW11,Waitrose & Partners,23006,grocery,Supermarket
18955,TW11,Waitrose & Partners,18327,grocery,Supermarket
18956,TW11,Sainsbury's,20898,grocery,Supermarket
18957,TW11,Asda,19475,grocery,Supermarket
18958,TW11,Sainsbury's,15383,grocery,Supermarket
18959,TW11,Waitrose & Partners,19975,grocery,Supermarket
18960,TW11,Asda,12347,grocery,Supermarket
18961,TW11,Sainsbury's,16017,grocery,Supermarket
18962,TW11,Tesco Extra,28692,grocery,Supermarket
18963,TW11,Sainsbury's,22642,grocery,Supermarket
18964,TW11,Asda,23565,grocery,Supermarket
18965,TW11,Sainsbury's,18561,grocery,Supermarket
18966,TW11,Waitrose & Partners,9815,grocery,Supermarket
18967,TW11,Tesco,25177,grocery,Supermarket
18968,TW11,Morrisons,10128,grocery,Supermarket
18969,TW11,Sainsbury's,25991,grocery,Supermarket
18970,TW11,Oseyo Shop,17249,grocery,Supermarket
18971,TW11,Tesco,19268,grocery,Supermarket
18972,TW11,Sainsbury's,15493,grocery,Supermarket
18973,TW11,Tesco Extra,26064,grocery,Supermarket
18974,TW11,Sainsbury's,15522,grocery,Supermarket
18975,TW11,Morrisons,25914,grocery,Supermarket
18976,TW11,Sainsbury's,12901,grocery,Supermarket
18977,TW11,Sainsbury's,8986,grocery,Supermarket
18978,TW11,Sainsbury's,23671,grocery,Supermarket
18979,TW11,Sainsbury's,14384,grocery,Supermarket
18980,TW11,Asda,27185,grocery,Supermarket
18981,TW11,Waitrose & Partners,16435,grocery,Supermarket
18982,TW11,Sainsbury's,21900,grocery,Supermarket
18983,TW11,Waitrose & Partners,20685,grocery,Supermarket
18984,TW11,Tesco Extra,25477,grocery,Supermarket
18985,TW11,Southbank Centre Food Market,17567,grocery,Street Food Gathering
18986,TW11,Novikov,16151,nightlife,Asian Restaurant
18987,TW11,360 Lounge,14168,nightlife,Hookah Bar
18988,TW11,The Edmund Halley (Wetherspoon),24250,nightlife,Pub
18989,TW11,Sky Garden,19847,nightlife,Scenic Lookout
18990,TW11,Harry's Dolce Vita,14469,nightlife,Italian Restaurant
18991,TW11,Drunch,16320,nightlife,Café
18992,TW11,Duke Of York,21788,nightlife,Pub
18993,TW11,"River Terrace, Riverside Studios",10176,nightlife,Beer Garden
18994,TW11,Leadbelly's,21374,nightlife,Bar
18995,TW11,BrewDog Tower Hill,19944,nightlife,Beer Bar
18996,TW11,The Barrel Vault (Wetherspoon),18738,nightlife,Pub
18997,TW11,Cutty Sark Tavern,24142,nightlife,Pub
18998,TW11,Founder's Arms,18635,nightlife,Pub
18999,TW11,The Red Lion (Wetherspoon),31303,nightlife,Pub
19000,TW11,Shoreditch Grind,20433,nightlife,Coffee Shop
19001,TW11,Shoreditch House,21011,nightlife,Social Club
19002,TW11,The Old Brewery,23526,nightlife,Brewery
19003,TW11,Boulevard,16370,nightlife,Café
19004,TW11,The Canonbury Tavern,21118,nightlife,Pub
19005,TW11,German Gymnasium,18775,nightlife,Modern European Restaurant
19006,TW11,London's Pride,9335,nightlife,Bar
19007,TW11,Sky Pod Bar,19851,nightlife,Cocktail Bar
19008,TW11,Sketch,16542,nightlife,Modern European Restaurant
19009,TW11,Mikkeller Brewpub London,19224,nightlife,Bar
19010,TW11,The Shakespeare,15332,nightlife,Pub
19011,TW11,The Albert,15966,nightlife,Pub
19012,TW11,B Bistro,16122,nightlife,Hookah Bar
19013,TW11,The Hari Bar & Garden Terrace,14748,nightlife,Cocktail Bar
19014,TW11,Cavendish,16940,nightlife,Other Nightlife
19015,TW11,White City House,12115,nightlife,Social Club
19016,TW11,The Plough & Harrow (Wetherspoon),10360,nightlife,Pub
19017,TW11,Drunch,16767,nightlife,Restaurant
19018,TW11,Mikkeller Bar London,21162,nightlife,Beer Bar
19019,TW11,Howling Hops Tank Bar,25270,nightlife,Bar
19020,TW11,BrewDog Shoreditch,21258,nightlife,Beer Bar
19021,TW11,Annabel's,16031,nightlife,Lounge
19022,TW11,The People's Park Tavern,24290,nightlife,Pub
19023,TW11,Neighbourhood,26367,nightlife,Pub
19024,TW11,The Brownswood,22792,nightlife,Pub
19025,TW11,Circa,17184,nightlife,Gay Bar
19026,TW11,Wolfpack,15296,nightlife,Pub
19027,TW11,BrewDog Shepherds Bush,11552,nightlife,Beer Bar
19028,TW11,Goose Island Brewpub,20836,nightlife,Brewery
19029,TW11,Mr Fogg’s Residence,16209,nightlife,Bar
19030,TW11,The Elysee Restaurant and Roof Garden,17388,nightlife,Greek Restaurant
19031,TW11,The White Hart,23390,nightlife,Pub
19032,TW11,Crate Brewery,25309,nightlife,Brewery
19033,TW11,Sumosan Twiga,14648,nightlife,Japanese Restaurant
19034,TW11,Buddha-Bar,14695,nightlife,Asian Restaurant
19035,TW11,Harrods Pizzeria & Canti Prosecco Bar,14448,nightlife,Pizza Place
19036,TW11,Chiswick Memorial Club,8897,entertainment,General Entertainment
19037,TW11,British Museum,17801,entertainment,History Museum
19038,TW11,ZSL London Zoo,17455,entertainment,Zoo
19039,TW11,Tate Modern,18701,entertainment,Art Museum
19040,TW11,National Gallery,17047,entertainment,Art Museum
